Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2024-01-03 00:14:21,2024-01-03 21:24:16,UTC-05:00,37,73,40,34.60,96.48,13.5,1696,185,85,2024-01-03 00:14:21,2024-01-03 08:31:23,92,14.1,460,495,293,92,75,35,500,0,94,54
2024-01-01 21:23:16,2024-01-03 00:14:21,UTC-05:00,68,67,68,33.83,97.30,15.5,2241,190,83,2024-01-01 21:23:16,2024-01-02 06:49:29,100,14.2,533,566,293,100,140,33,464,0,94,74
2023-12-31 21:06:24,2024-01-01 21:23:16,UTC-05:00,40,70,41,33.97,95.98,6.1,1510,135,79,2023-12-31 21:06:24,2024-01-01 06:55:13,100,14.2,549,588,361,111,77,39,510,34,93,50
2023-12-30 22:30:21,2023-12-31 21:06:24,UTC-05:00,59,67,62,34.80,96.31,11.3,1660,170,82,2023-12-30 22:30:21,2023-12-31 05:51:44,85,14.5,396,441,241,83,72,45,464,0,89,29
2023-12-29 23:30:02,2023-12-30 22:30:21,UTC-05:00,37,76,39,33.50,96.63,5.9,1460,151,78,2023-12-29 23:30:02,2023-12-30 08:46:38,100,14.9,487,556,309,101,77,69,459,55,87,8
2023-12-28 23:00:43,2023-12-29 23:30:02,UTC-05:00,,,,,,6.8,1571,170,79,,,,,,,,,,,,,,
2023-12-27 23:00:00,2023-12-28 23:00:43,UTC-05:00,60,75,52,34.30,96.00,6.5,1514,141,80,2023-12-27 23:00:00,2023-12-28 05:00:00,100,16.2,126,360,90,21,15,234,103,34,61,27
2023-12-26 17:02:34,2023-12-27 23:00:00,UTC-05:00,39,72,35,34.20,94.61,6.3,1864,135,78,2023-12-26 17:02:34,2023-12-27 01:55:37,89,13.7,435,533,267,82,86,98,489,19,82,69
2023-12-26 01:16:52,2023-12-27 01:02:34,UTC+03:00,60,70,45,34.22,95.68,9.1,1616,163,82,2023-12-26 01:16:52,2023-12-26 10:38:45,94,13.8,491,559,258,130,103,68,521,58,87,52
2023-12-25 03:48:25,2023-12-26 01:16:52,UTC+03:00,30,74,34,33.87,94.76,5.3,1337,133,78,2023-12-25 03:48:25,2023-12-25 12:15:59,84,14.0,463,507,284,91,88,44,554,75,91,50
2023-12-23 23:45:43,2023-12-25 03:48:25,UTC+03:00,22,81,28,34.76,93.89,11.6,1964,149,90,2023-12-23 23:45:43,2023-12-24 07:59:50,75,15.4,444,494,215,99,130,50,596,127,91,52
2023-12-23 03:39:46,2023-12-23 23:45:43,UTC+03:00,8,92,14,34.14,93.91,8.4,1375,137,89,2023-12-23 03:39:46,2023-12-23 10:45:37,44,15.0,275,425,136,93,46,150,626,127,64,62
2023-12-22 04:25:23,2023-12-23 03:39:46,UTC+03:00,17,83,23,34.30,93.23,15.3,2022,180,94,2023-12-22 04:25:23,2023-12-22 10:11:28,53,14.8,299,346,53,90,156,47,566,66,90,44
2023-12-21 01:52:50,2023-12-22 04:25:23,UTC+03:00,23,77,33,34.10,93.80,15.4,2424,158,90,2023-12-21 01:52:50,2023-12-21 08:38:59,72,14.6,348,405,146,93,109,57,481,0,85,39
2023-12-19 22:51:19,2023-12-21 01:52:50,UTC+03:00,37,78,39,33.50,95.10,12.3,1910,170,82,2023-12-19 22:51:19,2023-12-20 09:55:35,100,15.3,515,663,267,110,138,148,494,0,77,23
2023-12-18 22:22:54,2023-12-19 22:51:19,UTC+03:00,26,79,28,33.70,94.48,14.7,2067,181,88,2023-12-18 22:22:54,2023-12-19 09:03:08,100,15.1,545,638,316,105,124,93,354,16,85,6
2023-12-16 21:35:39,2023-12-18 14:22:54,UTC-05:00,,,,,,13.5,2901,165,81,,,,,,,,,,,,,,
2023-12-15 22:38:39,2023-12-16 21:35:39,UTC-05:00,71,64,72,34.40,96.25,13.5,1647,187,78,2023-12-15 22:38:39,2023-12-16 06:29:41,94,13.5,438,471,253,72,113,33,464,0,93,61
2023-12-14 21:35:39,2023-12-15 22:38:39,UTC-05:00,70,66,70,33.30,97.64,6.4,1578,137,73,2023-12-14 21:35:39,2023-12-15 08:03:23,100,14.1,572,627,280,108,184,55,514,34,91,72
2023-12-13 23:50:01,2023-12-14 21:35:39,UTC-05:00,50,68,52,34.90,96.45,12.1,1644,166,78,2023-12-13 23:50:01,2023-12-14 07:19:35,89,14.7,428,449,205,99,124,21,481,0,95,67
2023-12-13 01:00:00,2023-12-13 23:50:01,UTC-05:00,,,,,,12.3,1374,179,78,,,,,,,,,,,,,,
2023-12-11 20:49:51,2023-12-13 01:00:00,UTC-05:00,97,62,98,34.59,96.81,15.0,2225,188,77,2023-12-11 20:49:51,2023-12-12 06:54:02,100,14.4,566,604,413,58,95,38,497,31,93,70
2023-12-10 21:15:56,2023-12-11 20:49:51,UTC-05:00,76,65,69,34.00,96.22,6.8,1504,143,74,2023-12-10 21:15:56,2023-12-11 06:55:36,92,14.2,553,577,334,66,153,24,602,117,95,63
2023-12-10 01:06:36,2023-12-10 21:15:56,UTC-05:00,43,67,52,33.94,96.71,13.0,1542,173,84,2023-12-10 01:06:36,2023-12-10 06:50:16,57,14.7,307,343,174,74,59,36,543,43,92,64
2023-12-09 00:10:47,2023-12-10 01:06:36,UTC-05:00,46,67,53,34.70,96.25,15.4,2036,180,87,2023-12-09 00:10:47,2023-12-09 07:03:40,81,12.8,379,408,242,61,76,29,466,0,93,71
2023-12-07 21:04:15,2023-12-09 00:10:47,UTC-05:00,53,69,53,34.00,96.57,7.1,1732,141,78,2023-12-07 21:04:15,2023-12-08 08:06:36,100,14.4,530,652,328,78,124,122,490,0,81,69
2023-12-06 21:56:36,2023-12-07 21:04:15,UTC-05:00,83,65,75,33.50,96.68,14.0,1913,182,78,2023-12-06 21:56:36,2023-12-07 08:18:06,100,14.1,578,621,336,93,149,43,545,70,93,65
2023-12-06 00:25:23,2023-12-06 21:56:36,UTC-05:00,93,62,97,32.90,97.13,10.6,1539,170,74,2023-12-06 00:25:23,2023-12-06 07:50:57,74,15.3,398,445,299,63,36,47,540,64,90,69
2023-12-04 23:05:55,2023-12-06 00:25:23,UTC-05:00,95,60,101,34.10,96.11,11.1,1821,170,78,2023-12-04 23:05:55,2023-12-05 06:48:23,81,14.6,419,462,221,68,130,43,519,55,90,78
2023-12-04 00:12:06,2023-12-04 23:05:55,UTC-05:00,89,65,59,34.40,95.50,5.6,1427,142,73,2023-12-04 00:12:06,2023-12-04 06:48:21,78,14.5,384,396,195,74,115,12,495,6,97,69
2023-12-02 19:53:07,2023-12-04 00:12:06,UTC-05:00,79,70,49,34.25,97.00,13.7,2108,171,82,2023-12-02 19:53:07,2023-12-03 06:30:00,98,14.5,533,636,272,104,157,103,544,77,84,58
2023-12-01 22:43:14,2023-12-02 19:53:07,UTC-05:00,63,70,41,34.70,96.85,7.5,1364,147,86,2023-12-01 22:43:14,2023-12-02 07:03:07,79,15.6,451,499,204,92,155,48,571,99,90,79
2023-12-01 00:39:15,2023-12-01 22:43:14,UTC-05:00,56,72,42,35.63,96.36,9.8,1571,153,84,2023-12-01 00:39:15,2023-12-01 06:36:23,63,15.1,339,350,176,79,84,11,539,73,96,77
2023-11-29 22:17:26,2023-12-01 00:39:15,UTC-05:00,39,76,36,34.60,96.98,7.0,1674,136,82,2023-11-29 22:17:26,2023-11-30 06:47:53,80,14.9,463,508,279,91,93,45,577,105,91,84
2023-11-29 00:32:47,2023-11-29 22:17:26,UTC-05:00,32,73,34,35.50,96.38,9.9,1547,154,81,2023-11-29 00:32:47,2023-11-29 06:21:15,61,15.4,324,345,209,51,64,21,535,53,94,67
2023-11-27 22:14:30,2023-11-29 00:32:47,UTC-05:00,40,74,35,34.90,96.96,12.4,1882,177,84,2023-11-27 22:14:30,2023-11-28 06:52:10,85,14.6,458,506,294,61,103,48,541,59,92,78
2023-11-26 22:28:48,2023-11-27 22:14:30,UTC-05:00,56,72,42,32.48,96.50,12.5,1812,165,85,2023-11-26 22:28:48,2023-11-27 06:14:04,78,15.0,422,463,222,95,105,41,540,64,91,75
2023-11-25 22:23:55,2023-11-26 22:28:48,UTC-05:00,45,71,38,34.80,96.28,11.2,1677,173,86,2023-11-25 22:23:55,2023-11-26 06:29:54,81,13.5,431,483,253,86,92,52,530,65,89,65
2023-11-24 23:44:38,2023-11-25 22:23:55,UTC-05:00,50,73,38,33.40,96.64,6.9,1449,153,86,2023-11-24 23:44:38,2023-11-25 06:19:44,78,14.5,367,395,222,73,72,28,468,0,93,50
2023-11-23 22:31:24,2023-11-24 23:44:38,UTC-05:00,22,79,22,34.00,97.15,8.4,1681,148,83,2023-11-23 22:31:24,2023-11-24 10:58:49,100,14.7,636,747,344,134,158,111,499,34,85,54
2023-11-22 22:40:01,2023-11-23 22:31:24,UTC-05:00,50,70,38,33.60,96.81,6.6,1521,154,82,2023-11-22 22:40:01,2023-11-23 07:34:30,90,14.6,488,534,177,126,185,46,542,78,92,81
2023-11-21 23:18:55,2023-11-22 22:40:01,UTC-05:00,18,78,23,33.93,96.10,5.6,1460,142,80,2023-11-21 23:18:55,2023-11-22 07:34:28,78,15.4,434,492,272,93,69,58,556,67,88,76
2023-11-20 21:44:11,2023-11-21 23:18:55,UTC-05:00,39,71,36,33.80,96.64,13.7,2010,175,87,2023-11-20 21:44:11,2023-11-21 06:14:39,81,14.1,460,510,269,97,94,50,565,99,90,74
2023-11-19 23:52:27,2023-11-20 21:44:11,UTC-05:00,44,69,41,34.90,95.41,7.0,1415,139,80,2023-11-19 23:52:27,2023-11-20 06:08:50,64,14.2,348,376,196,68,84,28,547,82,92,84
2023-11-18 22:54:44,2023-11-19 23:52:27,UTC-05:00,59,71,47,34.30,96.32,6.6,1591,139,82,2023-11-18 22:54:44,2023-11-19 07:01:10,72,14.6,430,484,181,105,144,54,594,127,91,82
2023-11-17 22:57:42,2023-11-18 22:54:44,UTC-05:00,15,84,25,34.10,96.04,7.6,1551,139,89,2023-11-17 22:57:42,2023-11-18 06:33:22,52,14.7,300,452,122,73,105,152,575,96,66,74
2023-11-16 23:51:30,2023-11-17 22:57:42,UTC-05:00,65,67,51,34.40,96.57,11.7,1711,166,81,2023-11-16 23:51:30,2023-11-17 07:07:56,68,14.5,409,434,229,77,103,25,602,127,94,69
2023-11-16 02:04:07,2023-11-16 23:51:30,UTC-05:00,13,75,28,34.30,96.60,10.6,1513,182,80,2023-11-16 02:04:07,2023-11-16 05:59:39,42,15.0,213,224,129,59,25,11,510,18,95,53
2023-11-14 21:53:10,2023-11-16 02:04:07,UTC-05:00,36,74,38,34.10,95.91,14.1,2139,191,82,2023-11-14 21:53:10,2023-11-15 07:06:53,94,14.4,477,546,260,121,96,69,505,12,87,84
2023-11-13 21:19:56,2023-11-14 21:53:10,UTC-05:00,76,68,55,33.16,96.44,14.5,2012,183,86,2023-11-13 21:19:56,2023-11-14 06:27:53,96,14.2,508,547,221,136,151,39,526,61,92,74
2023-11-12 22:00:45,2023-11-13 21:19:56,UTC-05:00,64,69,51,34.10,95.92,6.8,1499,135,78,2023-11-12 22:00:45,2023-11-13 07:01:30,84,14.4,483,539,234,131,118,56,578,86,92,71
2023-11-11 23:28:12,2023-11-12 22:00:45,UTC-05:00,44,71,42,33.40,96.22,14.2,1792,174,88,2023-11-11 23:28:12,2023-11-12 06:50:24,69,14.5,377,436,241,74,62,59,550,81,87,79
2023-11-10 23:45:28,2023-11-11 23:28:12,UTC-05:00,27,75,32,33.00,97.22,8.7,1555,131,87,2023-11-10 23:45:28,2023-11-11 06:43:09,70,15.2,372,411,175,71,126,39,534,43,90,79
2023-11-09 23:36:45,2023-11-10 23:45:28,UTC-05:00,59,68,48,33.50,97.29,14.1,2043,168,85,2023-11-09 23:36:45,2023-11-10 08:48:32,88,15.2,484,551,223,111,150,67,551,65,87,76
2023-11-09 00:24:18,2023-11-09 23:36:45,UTC-05:00,37,72,44,35.03,95.39,13.0,1822,176,84,2023-11-09 00:24:18,2023-11-09 07:59:58,75,15.2,391,455,236,111,44,64,523,26,86,72
2023-11-07 22:55:42,2023-11-09 00:24:18,UTC-05:00,40,71,44,32.90,95.59,14.9,2040,189,84,2023-11-07 22:55:42,2023-11-08 07:12:47,91,14.7,442,497,262,79,101,55,483,9,88,73
2023-11-06 22:00:23,2023-11-07 22:55:42,UTC-05:00,28,73,39,34.77,95.39,10.4,1744,154,82,2023-11-06 22:00:23,2023-11-07 07:56:58,97,14.5,524,596,269,112,143,72,539,74,87,66
2023-11-06 00:08:46,2023-11-06 22:00:23,UTC-05:00,77,64,70,33.80,96.03,6.9,1416,137,77,2023-11-06 00:08:46,2023-11-06 06:49:38,72,14.1,376,400,213,68,95,24,524,59,93,69
2023-11-04 20:36:46,2023-11-06 00:08:46,UTC-05:00,31,71,43,33.85,96.70,6.1,1703,147,77,2023-11-04 20:36:46,2023-11-05 06:54:25,85,14.8,541,617,247,111,183,76,634,106,87,59
2023-11-04 01:57:15,2023-11-04 21:36:46,UTC-04:00,70,64,73,32.90,96.46,19.3,2160,185,92,2023-11-04 01:57:15,2023-11-04 06:59:35,57,15.0,286,302,133,60,93,16,498,22,98,56
2023-11-02 23:22:51,2023-11-04 01:57:15,UTC-04:00,77,68,64,33.70,97.25,11.1,1902,148,78,2023-11-02 23:22:51,2023-11-03 08:55:48,94,14.3,537,566,185,126,226,29,572,86,94,70
2023-11-02 00:00:35,2023-11-02 23:22:51,UTC-04:00,54,68,53,33.18,95.69,13.2,1767,176,76,2023-11-02 00:00:35,2023-11-02 07:24:01,76,14.6,433,443,246,79,108,10,567,88,97,80
2023-10-31 23:00:44,2023-11-02 00:00:35,UTC-04:00,47,70,50,33.90,95.89,11.7,1836,151,77,2023-10-31 23:00:44,2023-11-01 07:00:14,77,14.4,450,479,265,99,86,29,589,116,94,
2023-10-31 00:48:38,2023-10-31 23:00:44,UTC-04:00,79,65,86,33.37,95.58,10.0,1574,190,78,2023-10-31 00:48:38,2023-10-31 06:10:12,56,14.7,301,321,186,49,66,20,533,70,93,
2023-10-30 00:00:00,2023-10-31 00:48:38,UTC-04:00,,,,,,4.1,205,126,75,,,,,,,,,,,,,,
2023-10-27 02:02:00,2023-10-28 02:02:00,UTC-04:00,,,,,,9.4,1360,184,78,,,,,,,,,,,,,,
2023-10-26 00:08:49,2023-10-27 02:02:00,UTC-04:00,51,68,52,33.20,95.83,12.2,1907,164,78,2023-10-26 00:08:49,2023-10-26 07:12:45,74,14.8,397,423,231,62,104,26,539,49,94,71
2023-10-24 23:05:43,2023-10-26 00:08:49,UTC-04:00,51,65,54,34.20,97.12,13.8,1995,188,73,2023-10-24 23:05:43,2023-10-25 06:06:46,80,14.2,391,420,231,54,106,29,490,7,93,
2023-10-23 21:51:45,2023-10-24 23:05:43,UTC-04:00,50,65,56,,96.50,12.7,1915,172,76,2023-10-23 21:51:45,2023-10-24 06:29:53,97,14.8,484,518,250,92,142,34,499,0,93,
2023-10-23 00:00:00,2023-10-23 21:51:45,UTC-04:00,,,,,,4.1,103,115,76,,,,,,,,,,,,,,
